0230723805231792010010100004+34767-114617FM-15+0302KEED V0200501N005112200019N0160931N1+01401-00701102731ADDGF100991999999999999999999KA1999M+01561KA2999N+01111MA1102811999999MD1610011+9999REMMET102METAR KEED 312356Z AUTO 05010KT 10SM CLR 14/M07 A3036 RMK AO2 SLP273 T01441067 10156 20111 56001 TSNO;EQDQ01    993SCCGA1Q02    099SCCGD1
0194723805231792010020213567+34766-114620FM-15+0279KEED V0302805N001552200059N0160935N5+00895+00335101125ADDAA101000095GF100991999999999999999999MA1101225097915REMMET09502/02/10 05:56:02 METAR KEED 021356Z 28003KT 10SM CLR 09/03 A2989 RMK AO2 SLP112 T00890033 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0214723805231792010020214567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+00895+00285101155ADDAA101000095GF100991999999999999999999MA1101255097955MD1390019+9999REMMET10102/02/10 06:56:02 METAR KEED 021456Z 00000KT 10SM CLR 09/03 A2990 RMK AO2 SLP115 T00890028 53001 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0194723805231792010020215567+34766-114620FM-15+0279KEED V0302905N001552200059N0160935N5+01175+00335101175ADDAA101000095GF100991999999999999999999MA1101295097985REMMET09502/02/10 07:56:02 METAR KEED 021556Z 29003KT 10SM CLR 12/03 A2991 RMK AO2 SLP117 T01170033 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0194723805231792010020216567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+01395+00065101175ADDAA101000095GF100991999999999999999999MA1101325098015REMMET09502/02/10 08:56:02 METAR KEED 021656Z 00000KT 10SM CLR 14/01 A2992 RMK AO2 SLP117 T01390006 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0252723805231792010020217567+34766-114620FM-15+0279KEED V0300305N004152200059N0160935N5+01445+00115101185ADDAA101000095GF100991999999999999999999KA1999M+01441KA2999N+00831MA1101295097985MD1090049+9999REMMET11302/02/10 09:56:02 METAR KEED 021756Z 03008KT 10SM CLR 14/01 A2991 RMK AO2 SLP118 T01440011 10144 20083 50004 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0194723805231792010020218567+34766-114620FM-15+0279KEED V0300105N004652200059N0160935N5+01565+00115101085ADDAA101000095GF100991999999999999999999MA1101225097915REMMET09502/02/10 10:56:02 METAR KEED 021856Z 01009KT 10SM CLR 16/01 A2989 RMK AO2 SLP108 T01560011 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0194723805231792010020219567+34766-114620FM-15+0279KEED V0300105N002652200059N0160935N5+01675+00115100965ADDAA101000095GF100991999999999999999999MA1101125097815REMMET09502/02/10 11:56:02 METAR KEED 021956Z 01005KT 10SM CLR 17/01 A2986 RMK AO2 SLP096 T01670011 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0214723805231792010020220567+34766-114620FM-15+0279KEED V0300305N002152200059N0160935N5+01785+00115100875ADDAA101000095GF100991999999999999999999MA1101025097725MD1790289+9999REMMET10102/02/10 12:56:02 METAR KEED 022056Z 03004KT 10SM CLR 18/01 A2983 RMK AO2 SLP087 T01780011 57028 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0194723805231792010020221567+34766-114620FM-15+0279KEED V0300705N001552200059N0160935N5+01785+00175100815ADDAA101000095GF100991999999999999999999MA1100955097655REMMET09502/02/10 13:56:02 METAR KEED 022156Z 07003KT 10SM CLR 18/02 A2981 RMK AO2 SLP081 T01780017 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0194723805231792010020222567+34766-114620FM-15+0279KEED V0303605N002152200059N0160935N5+01835+00175100755ADDAA101000095GF100991999999999999999999MA1100915097625REMMET09502/02/10 14:56:02 METAR KEED 022256Z 36004KT 10SM CLR 18/02 A2980 RMK AO2 SLP075 T01830017 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0247723805231792010020223567+34766-114620FM-15+0279KEED V0300305N002652200059N0160935N5+01835+00175100755ADDAA101000095GF100991999999999999999999KA1999M+01891KA2999N+01441MA1100885097585MD1690129+9999REMMET10802/02/10 15:56:02 METAR KEED 022356Z 03005KT 10SM CLR 18/02 A2979 RMK AO2 SLP075 T01830017 10189 20144 56012EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020300567+34766-114620FM-15+0279KEED V0300105N003152200059N0160935N5+01725+00225100745ADDAA101000095GF100991999999999999999999MA1100885097585REMMET09002/02/10 16:56:02 METAR KEED 030056Z 01006KT 10SM CLR 17/02 A2979 RMK AO2 SLP074 T01720022EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020301567+34766-114620FM-15+0279KEED V0303405N003152200059N0160935N5+01565+00225100755ADDAA101000095GF100991999999999999999999MA1100885097585REMMET09002/02/10 17:56:02 METAR KEED 030156Z 34006KT 10SM CLR 16/02 A2979 RMK AO2 SLP075 T01560022EQDQ01    099SCCGD1P01    003SCCGA1
0241723805231792010020302567+34766-114620FM-15+0279KEED V0303405N003152200059N0160935N5+01505+00175100775ADDAA101000095GF100991999999999999999999MA1100885097585MD1390009+9999REMMET09602/02/10 18:56:01 METAR KEED 030256Z 34006KT 10SM CLR 15/02 A2979 RMK AO2 SLP077 T01500017 53000EQDQ01+000032APCTENQ02+000002APC3  Q03    099SCCGD1P01    003SCCGA1
0189723805231792010020303567+34766-114620FM-15+0279KEED V0303205N003152200059N0160935N5+01395+00225100755ADDAA101000095GF100991999999999999999999MA1100885097585REMMET09002/02/10 19:56:01 METAR KEED 030356Z 32006KT 10SM CLR 14/02 A2979 RMK AO2 SLP075 T01390022EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020304567+34766-114620FM-15+0279KEED V0303305N003152200059N0160935N5+01335+00285100735ADDAA101000095GF100991999999999999999999MA1100885097585REMMET09002/02/10 20:56:01 METAR KEED 030456Z 33006KT 10SM CLR 13/03 A2979 RMK AO2 SLP073 T01330028EQDQ01    099SCCGD1P01    003SCCGA1
0247723805231792010020305567+34766-114620FM-15+0279KEED V0303205N003152200059N0160935N5+01225+00335100725ADDAA101000095GF100991999999999999999999KA1999M+01831KA2999N+01171MA1100855097555MD1690039+9999REMMET10802/02/10 21:56:02 METAR KEED 030556Z 32006KT 10SM CLR 12/03 A2978 RMK AO2 SLP072 T01220033 10183 20117 56003EQDQ01    099SCCGD1P01    003SCCGA1
0188723805231792010020306567+34766-114620FM-15+0279KEED V0303305N002652200059N0160935N5+01285+00285100695ADDAA101000095GA1045+022865999GD12991+0228659GF104991999999999999999999MA1100815097525REMMET09302/02/10 22:56:02 METAR KEED 030656Z 33005KT 10SM SCT075 13/03 A2977 RMK AO2 SLP069 T01280028
0199723805231792010020307567+34766-114620FM-15+0279KEED V0303105N002652200059N0160935N5+01115+00335100655ADDAA101000095GF100991999999999999999999MA1100785097485REMMET10002/02/10 23:56:02 METAR KEED 030756Z 31005KT 10SM CLR 11/03 A2976 RMK AO2 SLP065 T01110033 401890083EQDQ01    099SCCGD1P01    003SCCGA1
0989723805231792010020307596+34766-114620SOD  +0279KEED V030999999999999999999999999999+99999+99999999999ADDAA124000095KA1240M+01895KA2240N+00835KG1024W+0083D4KG2024D+0022D4MF1097764100954MG1097774100644OE11240067102010545OE22240058101010395OE33240021599999995RH1024X068D4RH2024N033D4RH3024M047D4REMSOD75424 HR PRECIPITATION (IN):0.00  24 HR MAX TEMP (F):66 24 HR MAX TEMP TIME (LST):1540 24 HR MIN TEMP (F):47 24 HR MIN TEMP TIME (LST):0704 AVERAGE STATION PRESSURE:28.870 MINIMUM SEA LEVEL PRESSURE:29.72 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH):15  PEAK WIND DIR (DEG):20  PEAK WIND TIME (LST):1054  FASTEST 2MIN SPEED (MPH):13 FASTEST 2MIN DIR (DEG):10  FASTEST 2MIN TIME (LST):1039 AVERAGE WIND SPEED (MPH):4.8  24 HR AVG TEMP (F):57 DEPART FROM NORMAL: +1  HEATING DEGREE DAYS:8   COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):66  LATEST NIGHT MIN TEMP(1900-0800 LST):47 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00EQDR01     N7GJS072R02     N7GKS075
0209723805231792010020308567+34766-114620FM-15+0279KEED V0303205N002652200059N0160935N5+01175+00285100605ADDAA101000095GF100991999999999999999999MA1100755097455MD1890109+9999REMMET09602/03/10 00:56:02 METAR KEED 030856Z 32005KT 10SM CLR 12/03 A2975 RMK AO2 SLP060 T01170028 58010EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020309567+34766-114620FM-15+0279KEED V0303105N002652200059N0160935N5+01115+00285100555ADDAA101000095GF100991999999999999999999MA1100685097395REMMET09002/03/10 01:56:02 METAR KEED 030956Z 31005KT 10SM CLR 11/03 A2973 RMK AO2 SLP055 T01110028EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020310567+34766-114620FM-15+0279KEED V0303205N003652200059N0160935N5+01115+00225100515ADDAA101000095GF100991999999999999999999MA1100645097355REMMET09002/03/10 02:56:02 METAR KEED 031056Z 32007KT 10SM CLR 11/02 A2972 RMK AO2 SLP051 T01110022EQDQ01    099SCCGD1P01    003SCCGA1
0247723805231792010020311567+34766-114620FM-15+0279KEED V0302905N002152200059N0160935N5+01115+00225100505ADDAA101000095GF100991999999999999999999KA1999M+01281KA2999N+01001MA1100645097355MD1690099+9999REMMET10802/03/10 03:56:02 METAR KEED 031156Z 29004KT 10SM CLR 11/02 A2972 RMK AO2 SLP050 T01110022 10128 20100 56009EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020312567+34766-114620FM-15+0279KEED V0302705N001552200059N0160935N5+00945+00335100555ADDAA101000095GF100991999999999999999999MA1100685097395REMMET09002/03/10 04:56:02 METAR KEED 031256Z 27003KT 10SM CLR 09/03 A2973 RMK AO2 SLP055 T00940033EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020313567+34766-114620FM-15+0279KEED V0302805N001552200059N0160935N5+01005+00335100575ADDAA101000095GF100991999999999999999999MA1100685097395REMMET09002/03/10 05:56:02 METAR KEED 031356Z 28003KT 10SM CLR 10/03 A2973 RMK AO2 SLP057 T01000033EQDQ01    099SCCGD1P01    003SCCGA1
0209723805231792010020314567+34766-114620FM-15+0279KEED V0309999V002152200059N0160935N5+01065+00285100575ADDAA101000095GF100991999999999999999999MA1100685097395MD1090049+9999REMMET09602/03/10 06:56:02 METAR KEED 031456Z VRB04KT 10SM CLR 11/03 A2973 RMK AO2 SLP057 T01060028 50004EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020315567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+01285+00285100575ADDAA101000095GF100991999999999999999999MA1100715097425REMMET09002/03/10 07:56:02 METAR KEED 031556Z 00000KT 10SM CLR 13/03 A2974 RMK AO2 SLP057 T01280028EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020316567+34766-114620FM-15+0279KEED V0303605N003152200059N0160935N5+01445+00225100565ADDAA101000095GF100991999999999999999999MA1100715097425REMMET09002/03/10 08:56:02 METAR KEED 031656Z 36006KT 10SM CLR 14/02 A2974 RMK AO2 SLP056 T01440022EQDQ01    099SCCGD1P01    003SCCGA1
0247723805231792010020317567+34766-114620FM-15+0279KEED V0300105N003152200059N0160935N5+01565+00225100545ADDAA101000095GF100991999999999999999999KA1999M+01561KA2999N+00941MA1100685097395MD1890019+9999REMMET10802/03/10 09:56:02 METAR KEED 031756Z 01006KT 10SM CLR 16/02 A2973 RMK AO2 SLP054 T01560022 10156 20094 58001EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020318567+34766-114620FM-15+0279KEED V0300205N004652200059N0160935N5+01675+00175100505ADDAA101000095GF100991999999999999999999MA1100645097355REMMET09002/03/10 10:56:02 METAR KEED 031856Z 02009KT 10SM CLR 17/02 A2972 RMK AO2 SLP050 T01670017EQDQ01    099SCCGD1P01    003SCCGA1
0200723805231792010020319567+34766-114620FM-15+0279KEED V0303605N005752200059N0160935N5+01835+00175100445ADDAA101000095GF100991999999999999999999MA1100615097325OC100725REMMET09302/03/10 11:56:02 METAR KEED 031956Z 36011G14KT 10SM CLR 18/02 A2971 RMK AO2 SLP044 T01830017EQDQ01    099SCCGD1P01    003SCCGA1
0209723805231792010020320567+34766-114620FM-15+0279KEED V0300205N005152200059N0160935N5+01945+00115100395ADDAA101000095GF100991999999999999999999MA1100545097255MD1890149+9999REMMET09602/03/10 12:56:02 METAR KEED 032056Z 02010KT 10SM CLR 19/01 A2969 RMK AO2 SLP039 T01940011 58014EQDQ01    099SCCGD1P01    003SCCGA1
0200723805231792010020321567+34766-114620FM-15+0279KEED V0300305N005152200059N0160935N5+02005+00115100355ADDAA101000095GF100991999999999999999999MA1100515097225OC100825REMMET09302/03/10 13:56:02 METAR KEED 032156Z 03010G16KT 10SM CLR 20/01 A2968 RMK AO2 SLP035 T02000011EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020322567+34766-114620FM-15+0279KEED V0300305N007252200059N0160935N5+02065+00065100315ADDAA101000095GF100991999999999999999999MA1100475097195REMMET09002/03/10 14:56:02 METAR KEED 032256Z 03014KT 10SM CLR 21/01 A2967 RMK AO2 SLP031 T02060006EQDQ01    099SCCGD1P01    003SCCGA1
0247723805231792010020323567+34766-114620FM-15+0279KEED V0300205N007252200059N0160935N5+02005+00065100315ADDAA101000095GF100991999999999999999999KA1999M+02061KA2999N+01561MA1100475097195MD1690079+9999REMMET10802/03/10 15:56:02 METAR KEED 032356Z 02014KT 10SM CLR 20/01 A2967 RMK AO2 SLP031 T02000006 10206 20156 56007EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020400567+34766-114620FM-15+0279KEED V0303605N002652200059N0160935N5+01835+00115100355ADDAA101000095GF100991999999999999999999MA1100515097225REMMET09002/03/10 16:56:02 METAR KEED 040056Z 36005KT 10SM CLR 18/01 A2968 RMK AO2 SLP035 T01830011EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020401567+34766-114620FM-15+0279KEED V0303405N002652200059N0160935N5+01675+00175100415ADDAA101000095GF100991999999999999999999MA1100545097255REMMET09002/03/10 17:56:01 METAR KEED 040156Z 34005KT 10SM CLR 17/02 A2969 RMK AO2 SLP041 T01670017EQDQ01    099SCCGD1P01    003SCCGA1
0209723805231792010020402567+34766-114620FM-15+0279KEED V0303205N003152200059N0160935N5+01565+00175100455ADDAA101000095GF100991999999999999999999MA1100585097295MD1390109+9999REMMET09602/03/10 18:56:02 METAR KEED 040256Z 32006KT 10SM CLR 16/02 A2970 RMK AO2 SLP045 T01560017 53010EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020403567+34766-114620FM-15+0279KEED V0303105N003652200059N0160935N5+01505+00175100515ADDAA101000095GF100991999999999999999999MA1100645097355REMMET09002/03/10 19:56:02 METAR KEED 040356Z 31007KT 10SM CLR 15/02 A2972 RMK AO2 SLP051 T01500017EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020404567+34766-114620FM-15+0279KEED V0303005N004152200059N0160935N5+01445+00175100595ADDAA101000095GF100991999999999999999999MA1100715097425REMMET09002/03/10 20:56:02 METAR KEED 040456Z 30008KT 10SM CLR 14/02 A2974 RMK AO2 SLP059 T01440017EQDQ01    099SCCGD1P01    003SCCGA1
0247723805231792010020405567+34766-114620FM-15+0279KEED V0302905N004152200059N0160935N5+01505+00115100615ADDAA101000095GF100991999999999999999999KA1999M+02001KA2999N+01391MA1100785097485MD1190189+9999REMMET10802/03/10 21:56:02 METAR KEED 040556Z 29008KT 10SM CLR 15/01 A2976 RMK AO2 SLP061 T01500011 10200 20139 51018EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020406567+34766-114620FM-15+0279KEED V0302905N004652200059N0160935N5+01445+00115100635ADDAA101000095GF100991999999999999999999MA1100785097485REMMET09002/03/10 22:56:01 METAR KEED 040656Z 29009KT 10SM CLR 14/01 A2976 RMK AO2 SLP063 T01440011EQDQ01    099SCCGD1P01    003SCCGA1
0199723805231792010020407567+34766-114620FM-15+0279KEED V0301405N003152200059N0160935N5+01115+00225100665ADDAA101000095GF100991999999999999999999MA1100815097525REMMET10002/03/10 23:56:02 METAR KEED 040756Z 14006KT 10SM CLR 11/02 A2977 RMK AO2 SLP066 T01110022 402060094EQDQ01    099SCCGD1P01    003SCCGA1
0989723805231792010020407596+34766-114620SOD  +0279KEED V030999999999999999999999999999+99999+99999999999ADDAA124000095KA1240M+02065KA2240N+00945KG1024W+0083D4KG2024D+0017D4MF1097324100514MG1097344100304OE11240098302014405OE22240080503015275OE33240035399999995RH1024X066D4RH2024N026D4RH3024M043D4REMSOD75424 HR PRECIPITATION (IN):0.00  24 HR MAX TEMP (F):69 24 HR MAX TEMP TIME (LST):1527 24 HR MIN TEMP (F):49 24 HR MIN TEMP TIME (LST):0523 AVERAGE STATION PRESSURE:28.745 MINIMUM SEA LEVEL PRESSURE:29.62 TIME OF OCCURRENCE:1557 PEAK WIND SPEED (MPH):22  PEAK WIND DIR (DEG):20  PEAK WIND TIME (LST):1440  FASTEST 2MIN SPEED (MPH):18 FASTEST 2MIN DIR (DEG):30  FASTEST 2MIN TIME (LST):1527 AVERAGE WIND SPEED (MPH):7.9  24 HR AVG TEMP (F):59 DEPART FROM NORMAL: +2  HEATING DEGREE DAYS:6   COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):69  LATEST NIGHT MIN TEMP(1900-0800 LST):49 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00EQDR01     N7GJS072R02     N7GKS075
0209723805231792010020408567+34766-114620FM-15+0279KEED V0301805N001552200059N0160935N5+01005+00225100695ADDAA101000095GF100991999999999999999999MA1100855097555MD1390079+9999REMMET09602/04/10 00:56:02 METAR KEED 040856Z 18003KT 10SM CLR 10/02 A2978 RMK AO2 SLP069 T01000022 53007EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020409567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+01005+00225100775ADDAA101000095GF100991999999999999999999MA1100915097625REMMET09002/04/10 01:56:02 METAR KEED 040956Z 00000KT 10SM CLR 10/02 A2980 RMK AO2 SLP077 T01000022EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020410567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+00895+00285100755ADDAA101000095GF100991999999999999999999MA1100885097585REMMET09002/04/10 02:56:02 METAR KEED 041056Z 00000KT 10SM CLR 09/03 A2979 RMK AO2 SLP075 T00890028EQDQ01    099SCCGD1P01    003SCCGA1
0247723805231792010020411567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+00725+00285100785ADDAA101000095GF100991999999999999999999KA1999M+01501KA2999N+00721MA1100915097625MD1190089+9999REMMET10802/04/10 03:56:02 METAR KEED 041156Z 00000KT 10SM CLR 07/03 A2980 RMK AO2 SLP078 T00720028 10150 20072 51008EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020412567+34766-114620FM-15+0279KEED V0302705N003652200059N0160935N5+00785+00285100855ADDAA101000095GF100991999999999999999999MA1100985097685REMMET09002/04/10 04:56:02 METAR KEED 041256Z 27007KT 10SM CLR 08/03 A2982 RMK AO2 SLP085 T00780028EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020413567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+00725+00285100965ADDAA101000095GF100991999999999999999999MA1101085097785REMMET09002/04/10 05:56:02 METAR KEED 041356Z 00000KT 10SM CLR 07/03 A2985 RMK AO2 SLP096 T00720028EQDQ01    099SCCGD1P01    003SCCGA1
0209723805231792010020414567+34766-114620FM-15+0279KEED V0303105N003152200059N0160935N5+00675+00285101085ADDAA101000095GF100991999999999999999999MA1101155097855MD1390249+9999REMMET09602/04/10 06:56:02 METAR KEED 041456Z 31006KT 10SM CLR 07/03 A2987 RMK AO2 SLP108 T00670028 53024EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020415567+34766-114620FM-15+0279KEED V0300305N001552200059N0160935N5+00895+00285101155ADDAA101000095GF100991999999999999999999MA1101255097955REMMET09002/04/10 07:56:02 METAR KEED 041556Z 03003KT 10SM CLR 09/03 A2990 RMK AO2 SLP115 T00890028EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020416567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+01005+00285101205ADDAA101000095GF100991999999999999999999MA1101325098015REMMET09002/04/10 08:56:02 METAR KEED 041656Z 00000KT 10SM CLR 10/03 A2992 RMK AO2 SLP120 T01000028EQDQ01    099SCCGD1P01    003SCCGA1
0247723805231792010020417567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+01225+00285101225ADDAA101000095GF100991999999999999999999KA1999M+01221KA2999N+00611MA1101355098045MD1190189+9999REMMET10802/04/10 09:56:02 METAR KEED 041756Z 00000KT 10SM CLR 12/03 A2993 RMK AO2 SLP122 T01220028 10122 20061 51018EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020418567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+01505+00285101195ADDAA101000095GF100991999999999999999999MA1101325098015REMMET09002/04/10 10:56:02 METAR KEED 041856Z 00000KT 10SM CLR 15/03 A2992 RMK AO2 SLP119 T01500028EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020419567+34766-114620FM-15+0279KEED V0301205N002152200059N0160935N5+01615+00285101115ADDAA101000095GF100991999999999999999999MA1101255097955REMMET09002/04/10 11:56:02 METAR KEED 041956Z 12004KT 10SM CLR 16/03 A2990 RMK AO2 SLP111 T01610028EQDQ01    099SCCGD1P01    003SCCGA1
0209723805231792010020420567+34766-114620FM-15+0279KEED V0300605N002152200059N0160935N5+01835+00335101055ADDAA101000095GF100991999999999999999999MA1101195097885MD1890179+9999REMMET09602/04/10 12:56:02 METAR KEED 042056Z 06004KT 10SM CLR 18/03 A2988 RMK AO2 SLP105 T01830033 58017EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020421567+34766-114620FM-15+0279KEED V0300605N001552200059N0160935N5+01945+00225100975ADDAA101000095GF100991999999999999999999MA1101125097815REMMET09002/04/10 13:56:02 METAR KEED 042156Z 06003KT 10SM CLR 19/02 A2986 RMK AO2 SLP097 T01940022EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020422567+34766-114620FM-15+0279KEED V0300505N002152200059N0160935N5+01945+00175100975ADDAA101000095GF100991999999999999999999MA1101125097815REMMET09002/04/10 14:56:02 METAR KEED 042256Z 05004KT 10SM CLR 19/02 A2986 RMK AO2 SLP097 T01940017EQDQ01    099SCCGD1P01    003SCCGA1
0247723805231792010020423567+34766-114620FM-15+0279KEED V0300905N002152200059N0160935N5+01945+00175100995ADDAA101000095GF100991999999999999999999KA1999M+02001KA2999N+01171MA1101125097815MD1590079+9999REMMET10802/04/10 15:56:02 METAR KEED 042356Z 09004KT 10SM CLR 19/02 A2986 RMK AO2 SLP099 T01940017 10200 20117 55007EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020500567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+01835+00225101045ADDAA101000095GF100991999999999999999999MA1101195097885REMMET09002/04/10 16:56:02 METAR KEED 050056Z 00000KT 10SM CLR 18/02 A2988 RMK AO2 SLP104 T01830022EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020501567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+01725+00335101145ADDAA101000095GF100991999999999999999999MA1101255097955REMMET09002/04/10 17:56:02 METAR KEED 050156Z 00000KT 10SM CLR 17/03 A2990 RMK AO2 SLP114 T01720033EQDQ01    099SCCGD1P01    003SCCGA1
0209723805231792010020502567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+01565+00395101205ADDAA101000095GF100991999999999999999999MA1101295097985MD1190189+9999REMMET09602/04/10 18:56:01 METAR KEED 050256Z 00000KT 10SM CLR 16/04 A2991 RMK AO2 SLP120 T01560039 51018EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020503567+34766-114620FM-15+0279KEED V0302405N001552200059N0160935N5+01445+00395101225ADDAA101000095GF100991999999999999999999MA1101325098015REMMET09002/04/10 19:56:02 METAR KEED 050356Z 24003KT 10SM CLR 14/04 A2992 RMK AO2 SLP122 T01440039EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020504567+34766-114620FM-15+0279KEED V0302305N003152200059N0160935N5+01395+00335101255ADDAA101000095GF100991999999999999999999MA1101355098045REMMET09002/04/10 20:56:01 METAR KEED 050456Z 23006KT 10SM CLR 14/03 A2993 RMK AO2 SLP125 T01390033EQDQ01    099SCCGD1P01    003SCCGA1
0247723805231792010020505567+34766-114620FM-15+0279KEED V0302005N002152200059N0160935N5+01335+00335101275ADDAA101000095GF100991999999999999999999KA1999M+01941KA2999N+01331MA1101395098085MD1190089+9999REMMET10802/04/10 21:56:02 METAR KEED 050556Z 20004KT 10SM CLR 13/03 A2994 RMK AO2 SLP127 T01330033 10194 20133 51008EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010020506567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+01285+00285101325ADDAA101000095GF100991999999999999999999MA1101465098145REMMET09002/04/10 22:56:01 METAR KEED 050656Z 00000KT 10SM CLR 13/03 A2996 RMK AO2 SLP132 T01280028EQDQ01    099SCCGD1P01    003SCCGA1
0199723805231792010020507567+34766-114620FM-15+0279KEED V0302005N002652200059N0160935N5+01285+00335101335ADDAA101000095GF100991999999999999999999MA1101465098145REMMET10002/04/10 23:56:01 METAR KEED 050756Z 20005KT 10SM CLR 13/03 A2996 RMK AO2 SLP133 T01280033 402000061EQDQ01    099SCCGD1P01    003SCCGA1
0989723805231792010020507596+34766-114620SOD  +0279KEED V030999999999999999999999999999+99999+99999999999ADDAA124000095KA1240M+02005KA2240N+00615KG1024W+0083D4KG2024D+0028D4MF1097874101054MG1097884100644OE11240044727004505OE22240040227004525OE33240012199999995RH1024X076D4RH2024N031D4RH3024M052D4REMSOD75424 HR PRECIPITATION (IN):0.00  24 HR MAX TEMP (F):68 24 HR MAX TEMP TIME (LST):1537 24 HR MIN TEMP (F):43 24 HR MIN TEMP TIME (LST):0642 AVERAGE STATION PRESSURE:28.905 MINIMUM SEA LEVEL PRESSURE:29.72 TIME OF OCCURRENCE:0006 PEAK WIND SPEED (MPH):10  PEAK WIND DIR (DEG):270 PEAK WIND TIME (LST):0450  FASTEST 2MIN SPEED (MPH):9  FASTEST 2MIN DIR (DEG):270 FASTEST 2MIN TIME (LST):0452 AVERAGE WIND SPEED (MPH):2.7  24 HR AVG TEMP (F):56 DEPART FROM NORMAL: -1  HEATING DEGREE DAYS:9   COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):68  LATEST NIGHT MIN TEMP(1900-0800 LST):43 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00EQDR01     N7GJS072R02     N7GKS075
